
time,ax,ay,az,wx,wy,wz,Azimuth,Pitch,Roll,Gain,
367.6720,-0.0247,0.0993,0.1629,0.1061,0.1412,-0.1103,200.9970,-24.0103,-2.2345,-1019.1773,
367.6820,-0.0247,0.0993,0.1629,0.1061,0.1412,-0.1103,200.9970,-24.0103,-2.2345,-1019.1773,
367.7340,-0.0247,0.0993,0.1629,0.1061,0.1412,-0.1103,200.9970,-24.0103,-2.2345,-1019.1773,
367.7350,-0.0247,0.0993,0.1629,0.1061,0.1412,-0.1103,200.9970,-24.0103,-2.2345,-1019.1773,
367.7380,-0.0247,0.0993,0.1629,-0.0310,0.2694,-0.1044,200.9970,-24.0103,-2.2345,-1019.1773,
367.7390,-0.0247,0.0993,0.1629,-0.0310,0.2694,-0.1044,201.6159,-24.0481,-2.2831,-1019.1773,
367.7400,0.1000,0.0708,0.0503,-0.0310,0.2694,-0.1044,201.6159,-24.0481,-2.2831,-1019.1773,
367.7400,0.1000,0.0708,0.0503,-0.0310,0.2694,-0.1044,201.6159,-24.0481,-2.2831,-1019.1773,
367.7990,0.1000,0.0708,0.0503,-0.0310,0.2694,-0.1044,201.6159,-24.0481,-2.2831,-1019.1773,
367.8000,0.1000,0.0708,0.0503,-0.0310,0.2694,-0.1044,201.6159,-24.0481,-2.2831,-1019.1773,
367.8000,0.1000,0.0708,0.0503,-0.0310,0.2694,-0.1044,201.6159,-24.0481,-2.2831,-1019.1773,
367.8060,0.1000,0.0708,0.0503,-0.0286,0.3928,-0.0475,201.6159,-24.0481,-2.2831,-1019.1773,
367.8070,0.1000,0.0708,0.0503,-0.0286,0.3928,-0.0475,202.3055,-24.4602,-2.9431,-1019.1773,
367.8070,-0.0416,0.0929,-0.0877,-0.0286,0.3928,-0.0475,202.3055,-24.4602,-2.9431,-1019.1773,
367.8480,-0.0416,0.0929,-0.0877,-0.0286,0.3928,-0.0475,202.3055,-24.4602,-2.9431,-1019.1773,
367.8490,-0.0416,0.0929,-0.0877,-0.0286,0.3928,-0.0475,202.3055,-24.4602,-2.9431,-1019.1773,
367.8660,-0.0416,0.0929,-0.0877,-0.0286,0.3928,-0.0475,202.3055,-24.4602,-2.9431,-1019.1773,
367.8740,-0.0416,0.0929,-0.0877,-0.0563,-0.0416,-0.0762,202.3055,-24.4602,-2.9431,-1019.1773,
367.8750,-0.0416,0.0929,-0.0877,-0.0563,-0.0416,-0.0762,202.9307,-24.4483,-4.3776,-1019.1773,
367.8750,0.1312,0.0780,-0.0826,-0.0563,-0.0416,-0.0762,202.9307,-24.4483,-4.3776,-1019.1773,
367.8760,0.1312,0.0780,-0.0826,-0.0563,-0.0416,-0.0762,202.9307,-24.4483,-4.3776,-1019.1773,
367.9330,0.1312,0.0780,-0.0826,-0.0563,-0.0416,-0.0762,202.9307,-24.4483,-4.3776,-1027.1361,
367.9330,0.1312,0.0780,-0.0826,-0.0563,-0.0416,-0.0762,202.9307,-24.4483,-4.3776,-1027.1361,
367.9340,0.1312,0.0780,-0.0826,-0.0563,-0.0416,-0.0762,202.9307,-24.4483,-4.3776,-1027.1361,
367.9420,0.1312,0.0780,-0.0826,-0.0791,-0.5982,-0.2067,202.9307,-24.4483,-4.3776,-1027.1361,
367.9430,0.1312,0.0780,-0.0826,-0.0791,-0.5982,-0.2067,203.3105,-24.4156,-5.8323,-1027.1361,
367.9430,0.1912,-0.1263,-0.0010,-0.0791,-0.5982,-0.2067,203.3105,-24.4156,-5.8323,-1027.1361,
368.0000,0.1912,-0.1263,-0.0010,-0.0791,-0.5982,-0.2067,203.3105,-24.4156,-5.8323,-1027.1361,
368.0010,0.1912,-0.1263,-0.0010,-0.0791,-0.5982,-0.2067,203.3105,-24.4156,-5.8323,-1027.1361,
368.0010,0.1912,-0.1263,-0.0010,-0.0791,-0.5982,-0.2067,203.3105,-24.4156,-5.8323,-1027.1361,
368.0100,0.1912,-0.1263,-0.0010,-0.1801,-0.5294,-0.1211,203.3105,-24.4156,-5.8323,-1027.1361,
368.0110,0.1912,-0.1263,-0.0010,-0.1801,-0.5294,-0.1211,203.3105,-24.4156,-5.8323,-1027.1361,
368.0110,-0.2155,-0.1000,0.1636,-0.1801,-0.5294,-0.1211,203.3105,-24.4156,-5.8323,-1027.1361,
368.0120,-0.2155,-0.1000,0.1636,-0.1801,-0.5294,-0.1211,204.0148,-24.0211,-5.1424,-1027.1361,
368.0660,-0.2155,-0.1000,0.1636,-0.1801,-0.5294,-0.1211,204.0148,-24.0211,-5.1424,-1027.1361,
368.0670,-0.2155,-0.1000,0.1636,-0.1801,-0.5294,-0.1211,204.0148,-24.0211,-5.1424,-1027.1361,
368.0780,-0.2155,-0.1000,0.1636,-0.1801,-0.5294,-0.1211,204.0148,-24.0211,-5.1424,-1027.1361,
368.0790,-0.2155,-0.1000,0.1636,-0.1297,-0.4774,-0.0003,204.0148,-24.0211,-5.1424,-1027.1361,
368.0790,-0.2155,-0.1000,0.1636,-0.1297,-0.4774,-0.0003,204.8292,-23.5663,-3.2414,-1027.1361,
368.0800,-0.0341,0.1503,-0.5142,-0.1297,-0.4774,-0.0003,204.8292,-23.5663,-3.2414,-1027.1361,
368.1330,-0.0341,0.1503,-0.5142,-0.1297,-0.4774,-0.0003,204.8292,-23.5663,-3.2414,-1027.1361,
368.1340,-0.0341,0.1503,-0.5142,-0.1297,-0.4774,-0.0003,204.8292,-23.5663,-3.2414,-1027.1361,
368.1340,-0.0341,0.1503,-0.5142,-0.1297,-0.4774,-0.0003,204.8292,-23.5663,-3.2414,-1027.1361,
368.1460,-0.0341,0.1503,-0.5142,-0.0064,0.1064,0.0658,204.8292,-23.5663,-3.2414,-1027.1361,
368.1470,-0.0341,0.1503,-0.5142,-0.0064,0.1064,0.0658,205.4701,-23.0049,-1.4224,-1027.1361,
368.1470,-0.1827,-0.2199,0.3879,-0.0064,0.1064,0.0658,205.4701,-23.0049,-1.4224,-1027.1361,
368.1480,-0.1827,-0.2199,0.3879,-0.0064,0.1064,0.0658,205.4701,-23.0049,-1.4224,-1027.1361,
368.2000,-0.1827,-0.2199,0.3879,-0.0064,0.1064,0.0658,205.4701,-23.0049,-1.4224,-1035.0950,
368.2010,-0.1827,-0.2199,0.3879,-0.0064,0.1064,0.0658,205.4701,-23.0049,-1.4224,-1035.0950,
368.2140,-0.1827,-0.2199,0.3879,-0.0064,0.1064,0.0658,205.4701,-23.0049,-1.4224,-1035.0950,
368.2150,-0.1827,-0.2199,0.3879,0.0073,0.1739,0.1218,205.4701,-23.0049,-1.4224,-1035.0950,
368.2160,0.0971,-0.0474,0.1713,0.0073,0.1739,0.1218,205.4701,-23.0049,-1.4224,-1035.0950,
368.2170,0.0971,-0.0474,0.1713,0.0073,0.1739,0.1218,205.2472,-22.3645,0.0324,-1035.0950,
368.2660,0.0971,-0.0474,0.1713,0.0073,0.1739,0.1218,205.2472,-22.3645,0.0324,-1035.0950,
368.2670,0.0971,-0.0474,0.1713,0.0073,0.1739,0.1218,205.2472,-22.3645,0.0324,-1035.0950,
368.2670,0.0971,-0.0474,0.1713,0.0073,0.1739,0.1218,205.2472,-22.3645,0.0324,-1035.0950,
368.2820,0.0971,-0.0474,0.1713,0.0073,0.1739,0.1218,205.2472,-22.3645,0.0324,-1035.0950,
368.2830,0.0971,-0.0474,0.1713,0.1100,-0.1494,0.0886,205.2472,-22.3645,0.0324,-1035.0950,
368.2840,0.0971,-0.0474,0.1713,0.1100,-0.1494,0.0886,205.1083,-22.2852,-0.3927,-1035.0950,
368.2840,0.4181,0.0987,0.3909,0.1100,-0.1494,0.0886,205.1083,-22.2852,-0.3927,-1035.0950,
368.3130,0.4181,0.0987,0.3909,0.1100,-0.1494,0.0886,205.1083,-22.2852,-0.3927,-1035.0950,
368.3330,0.4181,0.0987,0.3909,0.1100,-0.1494,0.0886,205.1083,-22.2852,-0.3927,-1035.0950,
368.3500,0.4181,0.0987,0.3909,0.1100,-0.1494,0.0886,205.1083,-22.2852,-0.3927,-1035.0950,
368.3500,0.4181,0.0987,0.3909,0.2120,-0.0643,0.0930,205.1083,-22.2852,-0.3927,-1035.0950,
368.3510,-0.0941,0.1135,0.1512,0.2120,-0.0643,0.0930,205.1083,-22.2852,-0.3927,-1035.0950,
368.3520,-0.0941,0.1135,0.1512,0.2120,-0.0643,0.0930,204.7264,-22.3808,-0.4919,-1035.0950,
368.4000,-0.0941,0.1135,0.1512,0.2120,-0.0643,0.0930,204.7264,-22.3808,-0.4919,-1035.0950,
368.4000,-0.0941,0.1135,0.1512,0.2120,-0.0643,0.0930,204.7264,-22.3808,-0.4919,-1035.0950,
368.4010,-0.0941,0.1135,0.1512,0.2120,-0.0643,0.0930,204.7264,-22.3808,-0.4919,-1035.0950,
368.4180,-0.0941,0.1135,0.1512,0.1242,0.1841,0.2138,204.7264,-22.3808,-0.4919,-1035.0950,
368.4190,-0.0941,0.1135,0.1512,0.1242,0.1841,0.2138,204.3997,-22.8262,0.2537,-1035.0950,
368.4190,0.0124,-0.1120,0.3039,0.1242,0.1841,0.2138,204.3997,-22.8262,0.2537,-1035.0950,
368.4200,0.0124,-0.1120,0.3039,0.1242,0.1841,0.2138,204.3997,-22.8262,0.2537,-1035.0950,
