time,gFx,gFy,gFz,TgF
5.535000,0.3547,0.5003,1.2398,1.383
5.536000,0.4180,0.5169,1.2735,1.437
5.541000,0.4847,0.5333,1.3087,1.494
5.545000,0.5502,0.5489,1.3361,1.546
5.551000,0.6129,0.5653,1.3561,1.592
5.555000,0.6765,0.5819,1.3710,1.636
5.560000,0.7429,0.5983,1.3812,1.679
5.566000,0.8108,0.6159,1.3871,1.721
5.570000,0.8797,0.6357,1.3922,1.765
5.575000,0.9466,0.6567,1.3971,1.811
5.580000,1.0097,0.6774,1.3940,1.850
5.585000,1.0656,0.6965,1.3874,1.883
5.591000,1.1135,0.7146,1.3793,1.911
5.595000,1.1528,0.7322,1.3707,1.935
5.600000,1.1804,0.7466,1.3637,1.952
5.605000,1.1936,0.7578,1.3598,1.962
5.609000,1.1973,0.7708,1.3563,1.967
5.617000,1.1958,0.7861,1.3478,1.966
5.619000,1.1856,0.8010,1.3321,1.955
5.623000,1.1655,0.8118,1.3136,1.935
5.629000,1.1357,0.8155,1.2987,1.908
5.658000,1.0962,0.8135,1.2838,1.874
5.660000,1.0517,0.8062,1.2642,1.831
5.660000,1.0058,0.7959,1.2410,1.785
5.660000,0.9606,0.7866,1.2156,1.738
5.661000,0.9190,0.7776,1.1863,1.690
5.661000,0.8829,0.7712,1.1499,1.642
5.665000,0.8519,0.7678,1.1106,1.596
5.667000,0.8240,0.7644,1.0739,1.555
5.673000,0.7971,0.7607,1.0385,1.514
5.676000,0.7698,0.7546,1.0045,1.473
5.681000,0.7427,0.7468,0.9723,1.433
5.686000,0.7146,0.7373,0.9435,1.394
5.691000,0.6867,0.7263,0.9171,1.357
5.701000,0.6601,0.7141,0.8941,1.321
5.702000,0.6337,0.6980,0.8782,1.288
5.706000,0.6078,0.6809,0.8682,1.260
5.711000,0.5826,0.6635,0.8660,1.237
5.737000,0.5587,0.6469,0.8719,1.221
5.737000,0.5348,0.6308,0.8817,1.209
5.738000,0.5128,0.6146,0.8951,1.201
5.738000,0.4935,0.5990,0.9098,1.196
5.738000,0.4732,0.5817,0.9220,1.188
5.740000,0.4522,0.5624,0.9342,1.180
5.745000,0.4304,0.5431,0.9479,1.174
5.750000,0.4082,0.5243,0.9611,1.168
5.754000,0.3862,0.5042,0.9723,1.161
5.759000,0.3630,0.4844,0.9833,1.155
5.763000,0.3381,0.4656,0.9957,1.150
5.768000,0.3125,0.4480,1.0070,1.146
5.774000,0.2861,0.4317,1.0170,1.141
5.779000,0.2580,0.4153,1.0278,1.138
5.786000,0.2267,0.3987,1.0402,1.137
5.788000,0.1925,0.3818,1.0527,1.136
5.793000,0.1588,0.3640,1.0634,1.135
5.802000,0.1263,0.3457,1.0727,1.134
5.803000,0.0958,0.3283,1.0800,1.133
5.808000,0.0660,0.3134,1.0857,1.132
5.814000,0.0386,0.2993,1.0915,1.132
5.822000,0.0125,0.2870,1.0986,1.136
5.823000,-0.0134,0.2773,1.1052,1.140
5.827000,-0.0396,0.2697,1.1111,1.144
5.837000,-0.0694,0.2643,1.1179,1.151
5.838000,-0.1038,0.2594,1.1306,1.165
5.841000,-0.1471,0.2555,1.1516,1.189
5.845000,-0.1991,0.2533,1.1777,1.221
5.851000,-0.2550,0.2519,1.2049,1.257
5.856000,-0.3132,0.2514,1.2271,1.291
5.862000,-0.3704,0.2502,1.2444,1.322
5.866000,-0.4258,0.2472,1.2576,1.351
5.872000,-0.4769,0.2431,1.2664,1.375
5.876000,-0.5247,0.2389,1.2711,1.396
5.881000,-0.5685,0.2338,1.2735,1.414
5.886000,-0.6056,0.2277,1.2762,1.431
5.890000,-0.6386,0.2221,1.2745,1.443
5.895000,-0.6672,0.2199,1.2691,1.451
5.902000,-0.6884,0.2208,1.2608,1.453
5.904000,-0.7043,0.2248,1.2459,1.449
5.910000,-0.7155,0.2299,1.2249,1.437
5.919000,-0.7231,0.2372,1.1995,1.421
5.920000,-0.7251,0.2463,1.1721,1.400
5.925000,-0.7219,0.2546,1.1448,1.377
5.936000,-0.7146,0.2641,1.1186,1.353
5.937000,-0.7006,0.2756,1.0927,1.327
5.939000,-0.6823,0.2895,1.0703,1.302
5.943000,-0.6628,0.3024,1.0549,1.282
5.951000,-0.6445,0.3115,1.0429,1.265
5.953000,-0.6283,0.3188,1.0334,1.251
5.958000,-0.6151,0.3237,1.0282,1.241
5.963000,-0.6078,0.3259,1.0297,1.239
5.967000,-0.6063,0.3261,1.0343,1.243
5.973000,-0.6095,0.3249,1.0395,1.248
5.978000,-0.6154,0.3256,1.0412,1.253
5.983000,-0.6244,0.3278,1.0414,1.258
5.988000,-0.6401,0.3276,1.0493,1.272
5.993000,-0.6601,0.3266,1.0598,1.291
6.003000,-0.6779,0.3274,1.0637,1.303
6.004000,-0.6916,0.3298,1.0598,1.308
6.009000,-0.7016,0.3332,1.0500,1.306
6.011000,-0.7097,0.3371,1.0370,1.301
6.022000,-0.7163,0.3393,1.0216,1.293
6.022000,-0.7202,0.3408,1.0045,1.282
6.025000,-0.7212,0.3425,0.9889,1.271
6.036000,-0.7197,0.3430,0.9743,1.259
6.036000,-0.7160,0.3447,0.9581,1.245
6.040000,-0.7087,0.3469,0.9413,1.228
6.045000,-0.6997,0.3496,0.9276,1.213
6.050000,-0.6909,0.3530,0.9176,1.202
6.054000,-0.6843,0.3564,0.9076,1.191
6.059000,-0.6816,0.3625,0.8973,1.184
6.064000,-0.6887,0.3564,0.8690,1.165
6.069000,-0.7011,0.3523,0.8509,1.157
6.075000,-0.7075,0.3704,0.8734,1.183
6.079000,-0.7080,0.3938,0.9012,1.212
6.084000,-0.6989,0.4165,0.9022,1.215
6.089000,-0.6884,0.4319,0.8712,1.191
6.093000,-0.6865,0.4395,0.8399,1.170
6.101000,-0.6896,0.4461,0.8262,1.165
6.103000,-0.6909,0.4510,0.8267,1.168
6.108000,-0.6874,0.4551,0.8326,1.172
6.113000,-0.6806,0.4573,0.8387,1.173
6.119000,-0.6723,0.4600,0.8423,1.172
6.123000,-0.6645,0.4627,0.8448,1.170
6.127000,-0.6581,0.4647,0.8501,1.171
6.133000,-0.6537,0.4678,0.8565,1.175
6.137000,-0.6481,0.4727,0.8631,1.178
6.142000,-0.6423,0.4798,0.8704,1.183
6.147000,-0.6391,0.4861,0.8773,1.189
6.151000,-0.6388,0.4913,0.8804,1.194
6.156000,-0.6423,0.4967,0.8787,1.196
6.162000,-0.6462,0.5011,0.8734,1.196
6.165000,-0.6496,0.5037,0.8633,1.192
6.171000,-0.6528,0.5032,0.8482,1.183
6.176000,-0.6528,0.5018,0.8313,1.170
6.181000,-0.6476,0.5018,0.8159,1.156
6.185000,-0.6413,0.5011,0.8047,1.144
6.190000,-0.6315,0.5001,0.7944,1.131
6.195000,-0.6171,0.5032,0.7864,1.119
6.199000,-0.6005,0.5081,0.7798,1.108
6.208000,-0.5826,0.5135,0.7769,1.098
6.210000,-0.5648,0.5218,0.7822,1.097
6.223000,-0.5484,0.5316,0.7930,1.101
6.224000,-0.5311,0.5418,0.8050,1.106
6.226000,-0.5142,0.5526,0.8145,1.110
6.229000,-0.4996,0.5611,0.8194,1.112
6.254000,-0.4874,0.5670,0.8191,1.109
6.255000,-0.4783,0.5709,0.8159,1.105
6.255000,-0.4715,0.5719,0.8098,1.098
6.255000,-0.4632,0.5704,0.8064,1.091
6.255000,-0.4527,0.5695,0.8064,1.086
6.258000,-0.4402,0.5682,0.8054,1.080
6.269000,-0.4243,0.5670,0.8025,1.070
6.270000,-0.4087,0.5665,0.7998,1.062
6.272000,-0.3945,0.5687,0.8018,1.059
6.277000,-0.3779,0.5734,0.8098,1.062
6.282000,-0.3591,0.5768,0.8235,1.068
6.286000,-0.3469,0.5734,0.8374,1.073
6.291000,-0.3425,0.5736,0.8560,1.086
6.300000,-0.3274,0.5863,0.8760,1.104
6.301000,-0.2990,0.5997,0.8929,1.116
6.306000,-0.2753,0.6100,0.9061,1.126
6.310000,-0.2612,0.6149,0.9093,1.128
6.325000,-0.2528,0.6139,0.9046,1.122
6.325000,-0.2509,0.6081,0.8997,1.115
6.326000,-0.2558,0.5993,0.8988,1.110
6.338000,-0.2599,0.5883,0.9007,1.107
6.339000,-0.2570,0.5778,0.9027,1.102
6.340000,-0.2497,0.5714,0.9058,1.100
6.345000,-0.2375,0.5695,0.9090,1.099
6.349000,-0.2201,0.5709,0.9100,1.097
6.354000,-0.2011,0.5741,0.9102,1.095
6.359000,-0.1830,0.5765,0.9098,1.092
6.364000,-0.1671,0.5756,0.9083,1.088
6.369000,-0.1522,0.5709,0.9061,1.082
6.374000,-0.1368,0.5663,0.9032,1.075
6.379000,-0.1219,0.5621,0.8983,1.067
6.383000,-0.1075,0.5577,0.8917,1.057
6.389000,-0.0933,0.5528,0.8831,1.046
6.393000,-0.0784,0.5477,0.8736,1.034
6.399000,-0.0621,0.5416,0.8660,1.023
6.408000,-0.0430,0.5360,0.8602,1.014
6.408000,-0.0191,0.5333,0.8555,1.008
6.416000,0.0071,0.5338,0.8536,1.007
6.417000,0.0349,0.5372,0.8553,1.011
6.422000,0.0652,0.5438,0.8594,1.019
6.427000,0.0955,0.5531,0.8668,1.033
6.433000,0.1234,0.5609,0.8758,1.047
6.437000,0.1463,0.5687,0.8868,1.064
6.442000,0.1651,0.5768,0.9000,1.082
6.447000,0.1798,0.5829,0.9137,1.099
6.451000,0.1886,0.5868,0.9264,1.113
6.456000,0.1925,0.5897,0.9371,1.124
6.462000,0.1930,0.5917,0.9447,1.131
6.465000,0.1783,0.5851,0.9623,1.140
6.471000,0.1529,0.5765,0.9872,1.153
6.476000,0.1458,0.5792,0.9953,1.161
6.480000,0.1581,0.5873,0.9865,1.159
6.486000,0.1681,0.5946,0.9733,1.153
6.490000,0.1671,0.5993,0.9613,1.145
6.495000,0.1585,0.6005,0.9506,1.135
6.501000,0.1454,0.5983,0.9393,1.123
6.505000,0.1302,0.5929,0.9273,1.108
6.510000,0.1170,0.5868,0.9151,1.093
6.520000,0.1060,0.5797,0.9015,1.077
6.522000,0.0950,0.5712,0.8865,1.059
6.524000,0.0855,0.5619,0.8741,1.043
6.552000,0.0772,0.5521,0.8675,1.031
6.553000,0.0694,0.5440,0.8655,1.025
6.554000,0.0638,0.5375,0.8665,1.022
6.554000,0.0664,0.5357,0.8697,1.024
6.555000,0.0740,0.5353,0.8770,1.030
6.555000,0.0762,0.5311,0.8865,1.036
6.558000,0.0740,0.5252,0.8966,1.042
6.563000,0.0743,0.5208,0.9041,1.046
6.567000,0.0772,0.5164,0.9080,1.047
6.572000,0.0796,0.5116,0.9117,1.048
6.577000,0.0801,0.5069,0.9186,1.052
6.582000,0.0782,0.5013,0.9283,1.058
6.587000,0.0784,0.4991,0.9352,1.063
6.591000,0.0840,0.4991,0.9347,1.063
6.602000,0.0916,0.5001,0.9261,1.056
6.603000,0.0975,0.5015,0.9124,1.046
6.607000,0.0975,0.5025,0.8973,1.033
6.611000,0.0943,0.5003,0.8846,1.021
6.640000,0.0894,0.4959,0.8751,1.010
6.641000,0.0843,0.4908,0.8675,1.000
6.642000,0.0784,0.4852,0.8592,0.990
6.642000,0.0691,0.4810,0.8514,0.980
6.643000,0.0611,0.4774,0.8458,0.973
6.643000,0.0589,0.4759,0.8414,0.968
6.645000,0.0601,0.4788,0.8392,0.968
6.650000,0.0630,0.4818,0.8414,0.972
6.655000,0.0679,0.4835,0.8470,0.978
6.660000,0.0733,0.4844,0.8548,0.985
6.664000,0.0765,0.4844,0.8641,0.994
6.669000,0.0777,0.4852,0.8738,1.003
6.674000,0.0796,0.4859,0.8844,1.012
6.679000,0.0818,0.4874,0.8975,1.025
6.684000,0.0845,0.4905,0.9129,1.040
6.689000,0.0865,0.4957,0.9261,1.054
6.694000,0.0884,0.5003,0.9337,1.063
6.707000,0.0904,0.5067,0.9369,1.069
6.709000,0.0872,0.5130,0.9381,1.073
6.709000,0.0794,0.5164,0.9393,1.075
6.735000,0.0706,0.5184,0.9430,1.078
6.736000,0.0630,0.5186,0.9422,1.077
6.736000,0.0559,0.5174,0.9342,1.069
6.736000,0.0501,0.5152,0.9264,1.061
6.736000,0.0459,0.5118,0.9225,1.056
6.737000,0.0533,0.5108,0.9195,1.053
6.742000,0.0621,0.5094,0.9166,1.050
6.746000,0.0515,0.5023,0.9195,1.049
6.752000,0.0332,0.4930,0.9264,1.050
6.757000,0.0176,0.4854,0.9317,1.051
6.761000,0.0132,0.4830,0.9357,1.053
6.766000,0.0191,0.4839,0.9403,1.058
6.771000,0.0232,0.4854,0.9469,1.064
6.775000,0.0249,0.4881,0.9525,1.071
6.780000,0.0271,0.4893,0.9591,1.077
6.785000,0.0278,0.4893,0.9662,1.083
6.790000,0.0193,0.4879,0.9723,1.088
6.795000,0.0024,0.4859,0.9782,1.092
6.800000,-0.0066,0.4859,0.9801,1.094
6.805000,-0.0064,0.4896,0.9789,1.095
6.810000,-0.0024,0.4954,0.9762,1.095
6.820000,0.0073,0.4993,0.9723,1.093
6.821000,0.0242,0.5013,0.9669,1.089
6.826000,0.0239,0.4989,0.9645,1.086
6.829000,0.0022,0.4874,0.9650,1.081
6.850000,-0.0112,0.4764,0.9603,1.072
6.850000,-0.0125,0.4725,0.9508,1.062
6.850000,-0.0134,0.4705,0.9425,1.053
6.851000,-0.0125,0.4712,0.9361,1.048
6.854000,-0.0078,0.4742,0.9293,1.043
6.858000,-0.0029,0.4769,0.9220,1.038
6.864000,0.0012,0.4788,0.9151,1.033
6.867000,0.0059,0.4781,0.9078,1.026
6.873000,0.0112,0.4761,0.9010,1.019
6.878000,0.0144,0.4737,0.8973,1.015
6.883000,0.0178,0.4712,0.8963,1.013
6.887000,0.0230,0.4698,0.8990,1.015
6.891000,0.0264,0.4683,0.9076,1.022
6.897000,0.0305,0.4659,0.9188,1.031
6.919000,0.0352,0.4651,0.9322,1.042
6.920000,0.0398,0.4666,0.9484,1.058
6.920000,0.0457,0.4676,0.9657,1.074
6.920000,0.0513,0.4676,0.9828,1.090
6.922000,0.0559,0.4676,0.9979,1.103
6.927000,0.0603,0.4668,1.0107,1.115
6.931000,0.0635,0.4656,1.0219,1.125
6.936000,0.0667,0.4642,1.0295,1.131
6.941000,0.0694,0.4612,1.0273,1.128
6.945000,0.0713,0.4571,1.0155,1.116
6.952000,0.0770,0.4541,1.0011,1.102
6.955000,0.0865,0.4549,0.9867,1.090
6.961000,0.0862,0.4519,0.9725,1.076
6.964000,0.0774,0.4454,0.9584,1.060
6.971000,0.0696,0.4402,0.9401,1.040
6.975000,0.0616,0.4358,0.9171,1.017
6.979000,0.0557,0.4331,0.8919,0.993
6.985000,0.0525,0.4334,0.8685,0.972
6.990000,0.0511,0.4351,0.8499,0.956
6.995000,0.0523,0.4366,0.8362,0.945
7.002000,0.0540,0.4383,0.8287,0.939
7.012000,0.0555,0.4402,0.8277,0.939
7.012000,0.0555,0.4417,0.8313,0.943
7.016000,0.0520,0.4429,0.8382,0.949
7.018000,0.0474,0.4436,0.8482,0.958
7.025000,0.0418,0.4446,0.8626,0.971
7.029000,0.0342,0.4461,0.8802,0.987
7.033000,0.0276,0.4478,0.8978,1.004
7.038000,0.0257,0.4502,0.9146,1.020
7.043000,0.0244,0.4537,0.9288,1.034
7.047000,0.0237,0.4568,0.9388,1.044
7.052000,0.0247,0.4615,0.9437,1.051
7.058000,0.0249,0.4659,0.9444,1.053
7.062000,0.0237,0.4686,0.9401,1.051
7.068000,0.0208,0.4703,0.9308,1.043
7.073000,0.0195,0.4705,0.9166,1.030
7.077000,0.0186,0.4708,0.9005,1.016
7.081000,0.0171,0.4690,0.8848,1.002
7.086000,0.0176,0.4666,0.8704,0.988
7.091000,0.0159,0.4656,0.8589,0.977
7.096000,0.0120,0.4649,0.8509,0.970
7.101000,0.0093,0.4647,0.8458,0.965
7.106000,0.0066,0.4656,0.8426,0.963
7.110000,0.0037,0.4673,0.8426,0.964
7.124000,0.0005,0.4690,0.8462,0.968
7.126000,-0.0010,0.4720,0.8548,0.976
7.131000,-0.0017,0.4756,0.8663,0.988
7.132000,-0.0049,0.4769,0.8785,1.000
7.157000,-0.0061,0.4781,0.8912,1.011
7.159000,-0.0061,0.4808,0.9029,1.023
7.160000,-0.0071,0.4835,0.9129,1.033
7.160000,-0.0061,0.4859,0.9222,1.042
7.160000,-0.0029,0.4903,0.9303,1.052
7.161000,0.0022,0.4954,0.9354,1.059
7.163000,0.0068,0.4993,0.9383,1.063
7.169000,0.0083,0.5023,0.9405,1.066
7.174000,0.0064,0.5028,0.9408,1.067
7.178000,0.0029,0.5018,0.9383,1.064
7.183000,0.0000,0.5006,0.9325,1.058
7.187000,-0.0054,0.4974,0.9234,1.049
7.192000,-0.0115,0.4945,0.9139,1.039
7.202000,-0.0122,0.4925,0.9049,1.030
7.203000,-0.0122,0.4905,0.8963,1.022
7.207000,-0.0164,0.4879,0.8892,1.014
7.212000,-0.0188,0.4844,0.8848,1.009
7.226000,-0.0203,0.4825,0.8812,1.005
7.226000,-0.0227,0.4825,0.8790,1.003
7.227000,-0.0227,0.4822,0.8787,1.003
7.236000,-0.0217,0.4825,0.8797,1.004
7.236000,-0.0200,0.4830,0.8824,1.006
7.241000,-0.0178,0.4825,0.8853,1.008
7.246000,-0.0161,0.4800,0.8905,1.012
7.251000,-0.0134,0.4761,0.8978,1.016
7.256000,-0.0093,0.4730,0.9058,1.022
7.260000,-0.0056,0.4712,0.9127,1.027
7.266000,-0.0020,0.4686,0.9186,1.031
7.270000,0.0012,0.4668,0.9229,1.034
7.275000,0.0032,0.4649,0.9244,1.035
7.279000,0.0054,0.4632,0.9244,1.034
7.284000,0.0081,0.4627,0.9225,1.032
7.290000,0.0110,0.4610,0.9203,1.029
7.294000,0.0127,0.4585,0.9176,1.026
7.301000,0.0142,0.4576,0.9149,1.023
7.305000,0.0166,0.4578,0.9142,1.023
7.309000,0.0183,0.4585,0.9102,1.019
7.314000,0.0183,0.4605,0.9039,1.015
7.319000,0.0178,0.4632,0.8980,1.011
7.324000,0.0169,0.4651,0.8917,1.006
7.328000,0.0147,0.4666,0.8863,1.002
7.333000,0.0125,0.4678,0.8826,0.999
7.338000,0.0110,0.4681,0.8809,0.998
7.343000,0.0103,0.4676,0.8795,0.996
7.347000,0.0086,0.4681,0.8792,0.996
7.352000,0.0078,0.4678,0.8800,0.997
7.358000,0.0105,0.4671,0.8812,0.997
7.363000,0.0132,0.4673,0.8846,1.001
7.367000,0.0156,0.4664,0.8883,1.003
7.372000,0.0171,0.4647,0.8922,1.006
7.377000,0.0169,0.4637,0.8961,1.009
7.381000,0.0169,0.4629,0.9002,1.012
7.386000,0.0188,0.4617,0.9061,1.017
7.391000,0.0217,0.4620,0.9117,1.022
7.396000,0.0230,0.4625,0.9159,1.026
7.401000,0.0235,0.4629,0.9171,1.028
7.406000,0.0242,0.4632,0.9181,1.029
7.410000,0.0235,0.4632,0.9183,1.029
7.417000,0.0205,0.4639,0.9166,1.028
7.421000,0.0166,0.4642,0.9124,1.024
7.425000,0.0125,0.4637,0.9071,1.019
7.430000,0.0100,0.4637,0.9039,1.016
7.434000,0.0090,0.4642,0.9007,1.013
7.440000,0.0098,0.4654,0.8963,1.010
7.444000,0.0107,0.4671,0.8905,1.006
7.449000,0.0120,0.4695,0.8826,1.000
7.454000,0.0137,0.4715,0.8780,0.997
7.459000,0.0161,0.4749,0.8773,0.998
7.463000,0.0183,0.4791,0.8804,1.003
7.469000,0.0181,0.4813,0.8861,1.008
7.474000,0.0164,0.4839,0.8917,1.015
7.479000,0.0142,0.4844,0.8975,1.020
7.484000,0.0115,0.4830,0.9007,1.022
7.489000,0.0068,0.4810,0.9044,1.024
7.494000,0.0034,0.4791,0.9083,1.027
7.507000,0.0024,0.4786,0.9112,1.029
7.509000,0.0022,0.4778,0.9122,1.030
7.509000,0.0015,0.4764,0.9105,1.028
7.513000,0.0020,0.4754,0.9083,1.025
7.543000,0.0022,0.4734,0.9066,1.023
7.544000,0.0012,0.4722,0.9044,1.020
7.545000,0.0007,0.4710,0.9044,1.020
7.545000,0.0000,0.4690,0.9063,1.021
7.546000,0.0012,0.4688,0.9090,1.023
7.546000,0.0051,0.4703,0.9117,1.026
7.546000,0.0103,0.4715,0.9120,1.027
7.555000,0.0132,0.4717,0.9110,1.026
7.556000,0.0127,0.4703,0.9110,1.025
7.560000,0.0129,0.4681,0.9110,1.024
7.569000,0.0134,0.4651,0.9120,1.024
7.570000,0.0122,0.4622,0.9124,1.023
7.575000,0.0115,0.4595,0.9115,1.021
7.580000,0.0144,0.4571,0.8868,0.998
7.584000,0.0164,0.4549,0.8377,0.953
7.590000,0.0064,0.4559,0.8059,0.926
7.594000,-0.0088,0.4625,0.8108,0.933
7.604000,-0.0208,0.4671,0.8436,0.964
7.605000,-0.0315,0.4668,0.8865,1.002
7.610000,-0.0391,0.4632,0.9261,1.036
7.614000,-0.0403,0.4588,0.9567,1.062
7.623000,-0.0388,0.4590,0.9743,1.078
7.624000,-0.0359,0.4629,0.9821,1.086
7.628000,-0.0296,0.4676,0.9838,1.090
7.635000,-0.0225,0.4700,0.9818,1.089
7.638000,-0.0166,0.4700,0.9789,1.086
7.643000,-0.0107,0.4690,0.9728,1.080
7.647000,-0.0056,0.4683,0.9581,1.066
7.652000,-0.0017,0.4683,0.9337,1.045
7.657000,-0.0012,0.4688,0.9058,1.020
7.662000,-0.0037,0.4708,0.8812,0.999
7.666000,-0.0059,0.4732,0.8653,0.986
7.671000,-0.0086,0.4752,0.8570,0.980
7.676000,-0.0107,0.4776,0.8545,0.979
7.682000,-0.0098,0.4788,0.8577,0.982
7.686000,-0.0066,0.4791,0.8643,0.988
7.691000,-0.0039,0.4788,0.8719,0.995
7.696000,-0.0015,0.4781,0.8817,1.003
7.701000,0.0002,0.4764,0.8919,1.011
7.706000,0.0017,0.4752,0.8988,1.017
7.711000,0.0046,0.4739,0.9049,1.021
7.717000,0.0059,0.4737,0.9102,1.026
